Auto ignition time,Final Temperature,O2,H2O,CH4,CO2,N2
Initial Temperature = ,1100.0
0.014500000000000004,2960.354998700398,4.17382513099483e-11,0.12394038365437479,1.0463318284525819e-11,0.1513875199624031,0.7246720963310207
Initial Temperature = ,1157.142857142857
0.0105,3010.784784418797,3.787272093934664e-11,0.12394038365655106,9.494180842315797e-12,0.1513875199650604,0.7246720963310207
Initial Temperature = ,1214.2857142857142
0.0085,3061.7011732905344,3.446259633321164e-11,0.123940383658471,8.639289297760482e-12,0.1513875199674058,0.7246720963310207
Initial Temperature = ,1271.4285714285713
0.006499999999999999,3113.0728238222837,3.143236910720186e-11,0.12394038366017691,7.879754827108568e-12,0.1513875199694904,0.7246720963310207
Initial Temperature = ,1328.5714285714287
0.0055,3164.8701276012566,2.8746404354147e-11,0.12394038366168969,7.206374586695628e-12,0.15138751997133731,0.7246720963310207
Initial Temperature = ,1385.7142857142858
0.0045,3217.0651323767916,2.6356738531390743e-11,0.12394038366303484,6.607306256965496e-12,0.1513875199729802,0.7246720963310207
Initial Temperature = ,1442.857142857143
0.0035,3269.6314573018453,2.4218956841857808e-11,0.12394038366423821,6.071383054081963e-12,0.1513875199744512,0.7246720963310207
Initial Temperature = ,1500.0
0.0024999999999999996,3322.5442261898756,2.2311438064728002e-11,0.12394038366531232,5.593280069539825e-12,0.15138751997576294,0.7246720963310207
